age,job,marital,education,default,housing,loan,contact,duration,campaign,poutcome,y
53,admin.,married,university.degree,no,yes,no,telephone,208,2,nonexistent,0
43,unemployed,single,university.degree,no,no,no,telephone,404,4,nonexistent,0
36,blue-collar,single,high.school,no,no,no,telephone,396,2,nonexistent,0
32,blue-collar,married,basic.9y,no,no,no,telephone,98,2,nonexistent,0
33,services,married,basic.4y,no,no,no,telephone,229,3,nonexistent,0
58,entrepreneur,married,basic.4y,no,yes,no,telephone,350,2,nonexistent,0
57,management,married,university.degree,no,yes,no,telephone,379,2,nonexistent,0
45,technician,married,high.school,no,yes,no,telephone,168,3,nonexistent,0
46,admin.,married,university.degree,no,yes,no,telephone,158,1,nonexistent,0
36,technician,married,university.degree,no,no,no,telephone,210,1,nonexistent,0
41,self-employed,married,high.school,no,yes,no,telephone,102,1,nonexistent,0
57,admin.,divorced,basic.9y,no,no,no,telephone,306,1,nonexistent,0
56,management,divorced,high.school,no,no,no,telephone,218,1,nonexistent,0
37,blue-collar,married,basic.9y,no,no,no,telephone,77,1,nonexistent,0
37,blue-collar,married,basic.9y,no,no,yes,telephone,54,1,nonexistent,0
46,admin.,single,high.school,no,yes,no,telephone,344,1,nonexistent,0
22,blue-collar,single,basic.9y,no,yes,no,telephone,195,1,nonexistent,0
43,services,married,high.school,no,no,no,telephone,202,1,nonexistent,0
41,technician,married,basic.6y,no,yes,no,telephone,278,1,nonexistent,0
38,admin.,single,university.degree,no,no,no,telephone,189,1,nonexistent,0
33,admin.,married,basic.9y,no,no,no,telephone,83,1,nonexistent,0
49,admin.,married,university.degree,no,yes,yes,telephone,18,1,nonexistent,0
33,admin.,married,basic.9y,no,yes,no,telephone,235,1,nonexistent,0
34,management,single,university.degree,no,no,no,telephone,290,1,nonexistent,0
41,self-employed,married,university.degree,no,no,no,telephone,402,1,nonexistent,0
44,services,married,high.school,no,yes,no,telephone,1030,1,nonexistent,1
35,admin.,married,university.degree,no,no,no,telephone,144,1,nonexistent,0
42,admin.,married,high.school,no,no,no,telephone,69,1,nonexistent,0
45,admin.,married,basic.9y,no,no,no,telephone,243,1,nonexistent,0
36,technician,married,professional.course,no,no,no,telephone,769,2,nonexistent,0
29,blue-collar,divorced,basic.4y,no,no,no,telephone,231,1,nonexistent,0
41,self-employed,married,university.degree,no,yes,yes,telephone,442,2,nonexistent,0
52,services,single,high.school,no,no,no,telephone,455,1,nonexistent,0
42,entrepreneur,married,university.degree,no,yes,no,telephone,154,1,nonexistent,0
52,services,divorced,basic.6y,no,no,no,telephone,393,1,nonexistent,0
39,admin.,married,high.school,no,yes,no,telephone,203,2,nonexistent,0
36,services,married,high.school,no,no,yes,telephone,140,2,nonexistent,0
41,admin.,married,high.school,no,no,no,telephone,483,1,nonexistent,0
55,technician,married,basic.4y,no,no,yes,telephone,259,1,nonexistent,0
30,blue-collar,married,basic.9y,no,no,no,telephone,227,1,nonexistent,0
27,services,married,high.school,no,yes,no,telephone,245,1,nonexistent,0
34,technician,single,university.degree,no,yes,no,telephone,186,1,nonexistent,0
43,entrepreneur,married,basic.4y,no,no,no,telephone,623,1,nonexistent,0
49,blue-collar,married,basic.9y,no,no,no,telephone,102,2,nonexistent,0
58,management,married,basic.6y,no,no,no,telephone,342,1,nonexistent,0
43,technician,married,professional.course,no,yes,no,telephone,225,1,nonexistent,0
43,self-employed,divorced,university.degree,no,no,no,telephone,87,1,nonexistent,0
30,self-employed,single,university.degree,no,yes,no,telephone,262,1,nonexistent,0
27,services,single,professional.course,no,yes,yes,telephone,271,1,nonexistent,0
37,technician,married,professional.course,no,yes,no,telephone,198,2,nonexistent,0
46,housemaid,married,basic.9y,no,yes,no,telephone,150,1,nonexistent,0
35,blue-collar,married,professional.course,no,no,no,telephone,241,1,nonexistent,0
47,admin.,divorced,university.degree,no,no,no,telephone,196,1,nonexistent,0
26,housemaid,married,university.degree,no,no,no,telephone,246,1,nonexistent,0
45,management,married,university.degree,no,yes,no,telephone,140,1,nonexistent,0
34,admin.,married,basic.9y,no,no,no,telephone,175,1,nonexistent,0
42,technician,married,professional.course,no,no,no,telephone,1623,1,nonexistent,1
38,blue-collar,married,basic.4y,no,no,yes,telephone,144,1,nonexistent,0
60,management,married,university.degree,no,no,no,telephone,451,2,nonexistent,0
48,admin.,married,university.degree,no,yes,no,telephone,159,1,nonexistent,0
47,technician,married,professional.course,no,yes,no,telephone,170,1,nonexistent,0
40,admin.,married,high.school,no,no,no,telephone,243,1,nonexistent,0
48,unemployed,single,basic.4y,no,yes,no,telephone,112,1,nonexistent,0
54,housemaid,married,basic.4y,no,no,no,telephone,262,2,nonexistent,0
40,blue-collar,married,basic.6y,no,no,yes,telephone,53,1,nonexistent,0
42,technician,divorced,high.school,no,no,no,telephone,204,4,nonexistent,0
52,self-employed,married,university.degree,no,yes,no,telephone,678,1,nonexistent,0
31,blue-collar,single,basic.9y,no,yes,no,telephone,182,1,nonexistent,0
32,services,married,high.school,no,no,no,telephone,162,1,nonexistent,0
44,admin.,married,high.school,no,yes,yes,telephone,177,1,nonexistent,0
52,admin.,married,basic.4y,no,yes,no,telephone,358,1,nonexistent,0
42,management,married,university.degree,no,no,no,telephone,1677,1,nonexistent,1
43,management,married,professional.course,no,yes,no,telephone,310,1,nonexistent,0
31,admin.,divorced,high.school,no,no,no,telephone,47,1,nonexistent,0
57,blue-collar,divorced,basic.4y,no,no,no,telephone,30,2,nonexistent,0
57,retired,married,university.degree,no,no,no,telephone,116,1,nonexistent,0
38,services,married,high.school,no,yes,no,telephone,169,1,nonexistent,0
35,technician,married,professional.course,no,yes,no,telephone,278,1,nonexistent,0
34,technician,married,university.degree,no,yes,no,telephone,226,2,nonexistent,0
41,services,married,basic.9y,no,no,no,telephone,157,2,nonexistent,0
38,technician,married,professional.course,no,yes,no,telephone,349,1,nonexistent,0
53,admin.,married,professional.course,no,yes,no,telephone,233,2,nonexistent,0
33,admin.,married,basic.9y,no,no,no,telephone,198,1,nonexistent,0
45,entrepreneur,married,university.degree,no,no,no,telephone,82,1,nonexistent,0
40,technician,single,university.degree,no,no,no,telephone,198,3,nonexistent,0
33,technician,married,university.degree,no,yes,no,telephone,120,1,nonexistent,0
48,blue-collar,married,basic.4y,no,no,no,telephone,128,1,nonexistent,0
43,entrepreneur,married,high.school,no,no,no,telephone,166,2,nonexistent,0
37,management,married,university.degree,no,yes,no,telephone,211,1,nonexistent,0
50,services,married,basic.9y,no,yes,yes,telephone,369,1,nonexistent,0
59,entrepreneur,married,high.school,no,yes,no,telephone,91,1,nonexistent,0
52,blue-collar,married,basic.4y,no,no,no,telephone,371,2,nonexistent,0
38,blue-collar,married,basic.9y,no,no,no,telephone,310,1,nonexistent,0
39,blue-collar,married,basic.6y,no,yes,no,telephone,158,1,nonexistent,0
39,blue-collar,married,basic.6y,no,no,no,telephone,198,1,nonexistent,0
38,admin.,married,high.school,no,no,no,telephone,145,1,nonexistent,0
30,services,single,high.school,no,no,no,telephone,102,1,nonexistent,0
38,admin.,divorced,high.school,no,yes,yes,telephone,179,2,nonexistent,0
39,technician,divorced,university.degree,no,no,no,telephone,73,1,nonexistent,0
44,admin.,married,high.school,no,no,no,telephone,263,2,nonexistent,0
36,admin.,married,high.school,no,no,no,telephone,342,2,nonexistent,0
41,blue-collar,married,basic.6y,no,no,no,telephone,13,1,nonexistent,0
35,blue-collar,married,basic.9y,no,no,no,telephone,79,2,nonexistent,0
41,technician,married,high.school,no,no,no,telephone,358,1,nonexistent,0
35,admin.,single,high.school,no,yes,yes,telephone,150,1,nonexistent,0
33,self-employed,married,university.degree,no,no,no,telephone,792,1,nonexistent,0
32,entrepreneur,single,university.degree,no,yes,no,telephone,242,2,nonexistent,0
30,self-employed,single,high.school,no,yes,no,telephone,123,1,nonexistent,0
43,admin.,married,professional.course,no,yes,yes,telephone,161,2,nonexistent,0
46,admin.,married,university.degree,no,no,no,telephone,268,2,nonexistent,0
35,admin.,divorced,high.school,no,no,yes,telephone,259,2,nonexistent,0
34,admin.,single,university.degree,no,yes,yes,telephone,26,1,nonexistent,0
39,admin.,single,university.degree,no,no,no,telephone,424,2,nonexistent,0
42,entrepreneur,married,basic.6y,no,no,no,telephone,179,2,nonexistent,0
57,retired,married,university.degree,no,yes,no,telephone,383,1,nonexistent,0
40,technician,married,basic.4y,no,no,yes,telephone,195,1,nonexistent,0
42,blue-collar,married,high.school,no,no,yes,telephone,1297,3,nonexistent,1
40,technician,married,basic.4y,no,no,no,telephone,217,1,nonexistent,0
41,blue-collar,married,basic.4y,no,no,no,telephone,189,1,nonexistent,0
41,blue-collar,married,basic.4y,no,yes,yes,telephone,260,1,nonexistent,0
35,admin.,married,basic.6y,no,yes,no,telephone,179,1,nonexistent,0
23,admin.,single,university.degree,no,no,no,telephone,266,3,nonexistent,0
45,housemaid,married,high.school,no,no,no,telephone,352,2,nonexistent,0
42,admin.,married,high.school,no,no,no,telephone,695,3,nonexistent,0
41,admin.,divorced,high.school,no,no,no,telephone,76,4,nonexistent,0
46,management,married,university.degree,no,no,no,telephone,310,2,nonexistent,0
30,blue-collar,married,basic.4y,no,no,no,telephone,112,2,nonexistent,0
24,technician,single,professional.course,no,no,yes,telephone,140,2,nonexistent,0
34,admin.,single,university.degree,no,no,yes,telephone,262,2,nonexistent,0
59,blue-collar,married,basic.4y,no,yes,no,telephone,424,2,nonexistent,0
32,technician,married,professional.course,no,no,no,telephone,1906,3,nonexistent,0
33,technician,married,professional.course,no,yes,no,telephone,219,2,nonexistent,0
32,admin.,married,university.degree,no,no,no,telephone,135,1,nonexistent,0
46,management,married,university.degree,no,no,no,telephone,407,2,nonexistent,0
57,technician,married,professional.course,no,yes,no,telephone,402,4,nonexistent,0
42,technician,married,basic.9y,no,no,no,telephone,209,1,nonexistent,0
48,admin.,married,professional.course,no,yes,no,telephone,92,2,nonexistent,0
34,services,married,high.school,no,no,no,telephone,193,1,nonexistent,0
32,admin.,single,university.degree,no,yes,yes,telephone,65,1,nonexistent,0
48,blue-collar,married,basic.9y,no,no,no,telephone,284,2,nonexistent,0
47,blue-collar,married,basic.9y,no,no,no,telephone,285,1,nonexistent,0
32,admin.,single,university.degree,no,yes,no,telephone,278,1,nonexistent,0
32,admin.,single,university.degree,no,no,no,telephone,389,1,nonexistent,0
36,services,married,high.school,no,no,no,telephone,158,1,nonexistent,0
50,services,married,high.school,no,no,no,telephone,87,1,nonexistent,0
46,blue-collar,married,basic.6y,no,yes,no,telephone,147,2,nonexistent,0
41,admin.,married,high.school,no,no,no,telephone,635,1,nonexistent,0
43,blue-collar,single,basic.4y,no,no,no,telephone,289,1,nonexistent,0
51,management,married,university.degree,no,yes,no,telephone,170,3,nonexistent,0
38,admin.,married,university.degree,no,yes,no,telephone,802,1,nonexistent,0
41,technician,married,basic.6y,no,yes,no,telephone,381,2,nonexistent,0
52,blue-collar,married,basic.4y,no,no,no,telephone,57,2,nonexistent,0
37,technician,married,professional.course,no,yes,no,telephone,304,2,nonexistent,0
41,admin.,married,basic.9y,no,yes,no,telephone,241,3,nonexistent,0
46,admin.,divorced,university.degree,no,yes,yes,telephone,230,1,nonexistent,0
47,technician,married,professional.course,no,no,no,telephone,79,4,nonexistent,0
35,technician,married,professional.course,no,no,no,telephone,262,3,nonexistent,0
46,blue-collar,married,basic.9y,no,yes,no,telephone,145,1,nonexistent,0
30,technician,married,professional.course,no,no,no,telephone,252,1,nonexistent,0
35,services,single,basic.4y,no,no,no,telephone,329,1,nonexistent,0
40,technician,married,professional.course,no,no,no,telephone,191,2,nonexistent,0
34,technician,married,university.degree,no,no,no,telephone,116,2,nonexistent,0
30,admin.,single,university.degree,no,no,no,telephone,246,1,nonexistent,0
38,services,married,basic.6y,no,no,no,telephone,532,2,nonexistent,0
55,management,single,basic.4y,no,no,no,telephone,293,1,nonexistent,0
45,technician,single,professional.course,no,yes,no,telephone,37,2,nonexistent,0
36,admin.,married,university.degree,no,yes,yes,telephone,132,2,nonexistent,0
32,admin.,single,university.degree,no,no,no,telephone,530,2,nonexistent,0
55,management,divorced,university.degree,no,yes,no,telephone,90,5,nonexistent,0
29,admin.,married,high.school,no,yes,no,telephone,29,3,nonexistent,0
34,blue-collar,married,basic.4y,no,yes,no,telephone,311,2,nonexistent,0
36,technician,single,professional.course,no,no,no,telephone,211,2,nonexistent,0
30,management,single,university.degree,no,yes,no,telephone,312,3,nonexistent,0
33,housemaid,divorced,university.degree,no,no,no,telephone,392,1,nonexistent,0
37,blue-collar,married,high.school,no,no,no,telephone,191,1,nonexistent,0
33,blue-collar,married,high.school,no,no,no,telephone,328,1,nonexistent,0
32,housemaid,married,high.school,no,yes,no,telephone,100,1,nonexistent,0
32,housemaid,married,high.school,no,no,no,telephone,226,1,nonexistent,0
39,blue-collar,married,basic.9y,no,no,yes,telephone,333,2,nonexistent,0
33,services,married,high.school,no,no,no,telephone,322,2,nonexistent,0
33,services,married,basic.4y,no,no,no,telephone,202,4,nonexistent,0
33,self-employed,single,university.degree,no,no,no,telephone,739,3,nonexistent,0
