age,job,marital,education,default,housing,loan,contact,duration,campaign,poutcome,y
45,4,0,0,0,1,1,0,177,1,0,0
39,2,0,3,0,1,0,0,580,2,0,0
50,1,2,3,0,1,0,0,165,1,0,0
44,2,0,3,0,1,0,0,300,1,0,0
56,4,0,0,0,0,0,0,136,1,0,0
48,2,0,1,0,0,0,0,125,2,0,0
57,6,0,1,0,0,0,0,238,2,0,0
36,3,1,3,0,0,0,0,124,1,0,0
34,8,0,5,0,1,0,0,18,1,0,0
34,1,1,4,0,0,0,0,730,2,0,0
32,3,1,3,0,0,0,0,79,1,0,0
36,3,1,1,0,1,0,0,142,2,0,0
36,4,1,1,0,0,1,0,389,1,0,0
33,1,1,1,0,0,0,0,702,1,0,0
40,3,2,3,0,0,0,0,151,1,0,0
41,4,0,0,0,1,0,0,211,1,0,0
51,1,0,2,0,1,0,0,117,1,0,0
36,3,0,3,0,1,0,0,232,3,0,0
53,1,0,1,0,1,1,0,370,3,0,0
45,8,0,4,0,0,1,0,46,1,0,0
33,2,0,1,0,0,1,0,50,1,0,0
33,2,0,1,0,0,1,0,181,1,0,0
42,3,0,1,0,0,0,0,361,1,0,0
43,2,2,4,0,0,0,0,73,3,0,0
42,2,0,5,0,0,0,0,67,2,0,0
27,4,1,2,0,0,0,0,350,1,0,0
34,10,1,5,0,1,0,0,150,2,0,0
54,8,2,5,0,0,0,0,611,2,0,0
47,8,2,5,0,0,0,0,89,2,0,0
32,2,1,1,0,0,0,0,611,2,0,0
34,1,0,1,0,0,0,0,962,1,0,0
47,3,1,4,0,0,0,0,10,4,0,0
47,4,0,2,0,0,0,0,92,2,0,0
56,3,0,0,0,1,0,0,143,3,0,0
53,2,0,4,0,0,0,0,189,3,0,0
36,4,0,4,0,1,0,0,75,2,0,0
42,4,2,4,0,1,0,0,189,2,0,0
44,4,2,2,0,0,0,0,55,2,0,0
39,0,0,4,0,1,0,0,935,3,0,1
37,2,1,1,0,1,1,0,56,2,0,0
36,1,0,1,0,0,0,0,225,2,0,0
42,8,2,5,0,1,0,0,125,2,0,0
31,2,0,1,0,1,1,0,286,2,0,0
45,4,0,0,0,1,0,0,164,2,0,0
37,3,1,3,0,1,0,0,98,2,0,0
47,10,0,3,0,0,0,0,446,2,0,0
49,4,2,1,0,0,1,0,742,2,0,0
36,2,0,5,0,1,0,0,120,2,0,0
35,1,2,1,0,0,0,0,122,3,0,0
42,2,0,1,0,1,0,0,248,2,0,0
57,0,2,0,0,1,1,0,205,2,0,0
42,2,0,5,0,1,0,0,261,3,0,0
41,4,0,0,0,1,0,0,83,2,0,0
54,8,2,5,0,1,0,0,106,3,0,0
27,2,1,5,0,0,0,0,106,2,0,0
36,2,0,1,0,0,0,0,108,2,0,0
33,2,2,1,0,0,0,0,364,2,0,0
56,6,0,2,0,0,0,0,136,2,0,0
42,4,0,4,0,0,0,0,173,2,0,0
43,1,0,1,0,1,0,0,241,2,0,0
54,8,1,4,0,1,0,0,224,3,0,0
53,2,1,2,0,1,1,0,148,2,0,0
54,3,0,3,0,1,1,0,196,2,0,0
40,0,1,3,0,0,0,0,111,4,0,0
26,2,1,5,0,1,0,0,231,3,0,0
33,2,0,1,0,0,0,0,316,3,0,0
36,2,0,1,0,0,0,0,669,3,0,0
29,1,1,1,0,1,0,0,425,2,0,0
36,4,0,4,0,1,0,0,121,2,0,0
35,8,0,1,0,1,0,0,174,5,0,0
50,10,1,5,0,0,1,0,88,5,0,0
49,7,0,1,0,1,0,0,135,4,0,0
36,4,1,1,0,1,1,0,402,3,0,0
32,1,1,1,0,1,0,0,158,3,0,0
49,2,0,4,0,0,0,0,220,3,0,0
58,4,2,0,0,1,0,0,254,2,0,0
52,3,0,1,0,1,0,0,503,2,0,0
50,1,2,3,0,0,0,0,680,2,0,0
33,7,0,5,0,1,0,0,130,3,0,0
57,4,0,0,0,0,0,0,164,2,0,0
55,3,0,3,0,0,0,0,113,2,0,0
38,8,0,5,0,0,0,0,195,2,0,0
38,1,0,1,0,1,0,0,347,3,0,0
53,2,0,5,0,1,0,0,208,2,0,0
43,5,1,5,0,0,0,0,404,4,0,0
36,4,1,1,0,0,0,0,396,2,0,0
32,4,0,4,0,0,0,0,98,2,0,0
33,1,0,0,0,0,0,0,229,3,0,0
58,7,0,0,0,1,0,0,350,2,0,0
57,8,0,5,0,1,0,0,379,2,0,0
45,3,0,1,0,1,0,0,168,3,0,0
46,2,0,5,0,1,0,0,158,1,0,0
36,3,0,5,0,0,0,0,210,1,0,0
41,10,0,1,0,1,0,0,102,1,0,0
57,2,2,4,0,0,0,0,306,1,0,0
56,8,2,1,0,0,0,0,218,1,0,0
37,4,0,4,0,0,0,0,77,1,0,0
37,4,0,4,0,0,1,0,54,1,0,0
46,2,1,1,0,1,0,0,344,1,0,0
22,4,1,4,0,1,0,0,195,1,0,0
43,1,0,1,0,0,0,0,202,1,0,0
41,3,0,2,0,1,0,0,278,1,0,0
38,2,1,5,0,0,0,0,189,1,0,0
33,2,0,4,0,0,0,0,83,1,0,0
49,2,0,5,0,1,1,0,18,1,0,0
33,2,0,4,0,1,0,0,235,1,0,0
34,8,1,5,0,0,0,0,290,1,0,0
41,10,0,5,0,0,0,0,402,1,0,0
44,1,0,1,0,1,0,0,1030,1,0,1
35,2,0,5,0,0,0,0,144,1,0,0
42,2,0,1,0,0,0,0,69,1,0,0
45,2,0,4,0,0,0,0,243,1,0,0
36,3,0,3,0,0,0,0,769,2,0,0
29,4,2,0,0,0,0,0,231,1,0,0
41,10,0,5,0,1,1,0,442,2,0,0
52,1,1,1,0,0,0,0,455,1,0,0
42,7,0,5,0,1,0,0,154,1,0,0
52,1,2,2,0,0,0,0,393,1,0,0
39,2,0,1,0,1,0,0,203,2,0,0
36,1,0,1,0,0,1,0,140,2,0,0
41,2,0,1,0,0,0,0,483,1,0,0
55,3,0,0,0,0,1,0,259,1,0,0
30,4,0,4,0,0,0,0,227,1,0,0
27,1,0,1,0,1,0,0,245,1,0,0
34,3,1,5,0,1,0,0,186,1,0,0
43,7,0,0,0,0,0,0,623,1,0,0
49,4,0,4,0,0,0,0,102,2,0,0
58,8,0,2,0,0,0,0,342,1,0,0
43,3,0,3,0,1,0,0,225,1,0,0
43,10,2,5,0,0,0,0,87,1,0,0
30,10,1,5,0,1,0,0,262,1,0,0
27,1,1,3,0,1,1,0,271,1,0,0
37,3,0,3,0,1,0,0,198,2,0,0
46,0,0,4,0,1,0,0,150,1,0,0
35,4,0,3,0,0,0,0,241,1,0,0
47,2,2,5,0,0,0,0,196,1,0,0
26,0,0,5,0,0,0,0,246,1,0,0
45,8,0,5,0,1,0,0,140,1,0,0
34,2,0,4,0,0,0,0,175,1,0,0
42,3,0,3,0,0,0,0,1623,1,0,1
38,4,0,0,0,0,1,0,144,1,0,0
60,8,0,5,0,0,0,0,451,2,0,0
48,2,0,5,0,1,0,0,159,1,0,0
47,3,0,3,0,1,0,0,170,1,0,0
40,2,0,1,0,0,0,0,243,1,0,0
48,5,1,0,0,1,0,0,112,1,0,0
54,0,0,0,0,0,0,0,262,2,0,0
40,4,0,2,0,0,1,0,53,1,0,0
42,3,2,1,0,0,0,0,204,4,0,0
52,10,0,5,0,1,0,0,678,1,0,0
31,4,1,4,0,1,0,0,182,1,0,0
32,1,0,1,0,0,0,0,162,1,0,0
44,2,0,1,0,1,1,0,177,1,0,0
52,2,0,0,0,1,0,0,358,1,0,0
42,8,0,5,0,0,0,0,1677,1,0,1
43,8,0,3,0,1,0,0,310,1,0,0
31,2,2,1,0,0,0,0,47,1,0,0
57,4,2,0,0,0,0,0,30,2,0,0
57,6,0,5,0,0,0,0,116,1,0,0
38,1,0,1,0,1,0,0,169,1,0,0
35,3,0,3,0,1,0,0,278,1,0,0
34,3,0,5,0,1,0,0,226,2,0,0
41,1,0,4,0,0,0,0,157,2,0,0
38,3,0,3,0,1,0,0,349,1,0,0
53,2,0,3,0,1,0,0,233,2,0,0
33,2,0,4,0,0,0,0,198,1,0,0
45,7,0,5,0,0,0,0,82,1,0,0
40,3,1,5,0,0,0,0,198,3,0,0
33,3,0,5,0,1,0,0,120,1,0,0
48,4,0,0,0,0,0,0,128,1,0,0
43,7,0,1,0,0,0,0,166,2,0,0
37,8,0,5,0,1,0,0,211,1,0,0
50,1,0,4,0,1,1,0,369,1,0,0
59,7,0,1,0,1,0,0,91,1,0,0
52,4,0,0,0,0,0,0,371,2,0,0
38,4,0,4,0,0,0,0,310,1,0,0
39,4,0,2,0,1,0,0,158,1,0,0
39,4,0,2,0,0,0,0,198,1,0,0
38,2,0,1,0,0,0,0,145,1,0,0
30,1,1,1,0,0,0,0,102,1,0,0
38,2,2,1,0,1,1,0,179,2,0,0
39,3,2,5,0,0,0,0,73,1,0,0
44,2,0,1,0,0,0,0,263,2,0,0
36,2,0,1,0,0,0,0,342,2,0,0
41,4,0,2,0,0,0,0,13,1,0,0
35,4,0,4,0,0,0,0,79,2,0,0
41,3,0,1,0,0,0,0,358,1,0,0
35,2,1,1,0,1,1,0,150,1,0,0
33,10,0,5,0,0,0,0,792,1,0,0
32,7,1,5,0,1,0,0,242,2,0,0
30,10,1,1,0,1,0,0,123,1,0,0
43,2,0,3,0,1,1,0,161,2,0,0
46,2,0,5,0,0,0,0,268,2,0,0
35,2,2,1,0,0,1,0,259,2,0,0
34,2,1,5,0,1,1,0,26,1,0,0
39,2,1,5,0,0,0,0,424,2,0,0
42,7,0,2,0,0,0,0,179,2,0,0
57,6,0,5,0,1,0,0,383,1,0,0
40,3,0,0,0,0,1,0,195,1,0,0
42,4,0,1,0,0,1,0,1297,3,0,1
40,3,0,0,0,0,0,0,217,1,0,0
41,4,0,0,0,0,0,0,189,1,0,0
41,4,0,0,0,1,1,0,260,1,0,0
35,2,0,2,0,1,0,0,179,1,0,0
23,2,1,5,0,0,0,0,266,3,0,0
45,0,0,1,0,0,0,0,352,2,0,0
42,2,0,1,0,0,0,0,695,3,0,0
41,2,2,1,0,0,0,0,76,4,0,0
46,8,0,5,0,0,0,0,310,2,0,0
30,4,0,0,0,0,0,0,112,2,0,0
24,3,1,3,0,0,1,0,140,2,0,0
34,2,1,5,0,0,1,0,262,2,0,0
59,4,0,0,0,1,0,0,424,2,0,0
32,3,0,3,0,0,0,0,1906,3,0,0
33,3,0,3,0,1,0,0,219,2,0,0
32,2,0,5,0,0,0,0,135,1,0,0
46,8,0,5,0,0,0,0,407,2,0,0
57,3,0,3,0,1,0,0,402,4,0,0
42,3,0,4,0,0,0,0,209,1,0,0
48,2,0,3,0,1,0,0,92,2,0,0
34,1,0,1,0,0,0,0,193,1,0,0
32,2,1,5,0,1,1,0,65,1,0,0
48,4,0,4,0,0,0,0,284,2,0,0
47,4,0,4,0,0,0,0,285,1,0,0
32,2,1,5,0,1,0,0,278,1,0,0
32,2,1,5,0,0,0,0,389,1,0,0
36,1,0,1,0,0,0,0,158,1,0,0
50,1,0,1,0,0,0,0,87,1,0,0
46,4,0,2,0,1,0,0,147,2,0,0
41,2,0,1,0,0,0,0,635,1,0,0
43,4,1,0,0,0,0,0,289,1,0,0
51,8,0,5,0,1,0,0,170,3,0,0
38,2,0,5,0,1,0,0,802,1,0,0
41,3,0,2,0,1,0,0,381,2,0,0
52,4,0,0,0,0,0,0,57,2,0,0
37,3,0,3,0,1,0,0,304,2,0,0
41,2,0,4,0,1,0,0,241,3,0,0
46,2,2,5,0,1,1,0,230,1,0,0
47,3,0,3,0,0,0,0,79,4,0,0
35,3,0,3,0,0,0,0,262,3,0,0
46,4,0,4,0,1,0,0,145,1,0,0
30,3,0,3,0,0,0,0,252,1,0,0
35,1,1,0,0,0,0,0,329,1,0,0
40,3,0,3,0,0,0,0,191,2,0,0
34,3,0,5,0,0,0,0,116,2,0,0
30,2,1,5,0,0,0,0,246,1,0,0
38,1,0,2,0,0,0,0,532,2,0,0
55,8,1,0,0,0,0,0,293,1,0,0
45,3,1,3,0,1,0,0,37,2,0,0
36,2,0,5,0,1,1,0,132,2,0,0
32,2,1,5,0,0,0,0,530,2,0,0
55,8,2,5,0,1,0,0,90,5,0,0
29,2,0,1,0,1,0,0,29,3,0,0
34,4,0,0,0,1,0,0,311,2,0,0
36,3,1,3,0,0,0,0,211,2,0,0
30,8,1,5,0,1,0,0,312,3,0,0
33,0,2,5,0,0,0,0,392,1,0,0
37,4,0,1,0,0,0,0,191,1,0,0
33,4,0,1,0,0,0,0,328,1,0,0
32,0,0,1,0,1,0,0,100,1,0,0
32,0,0,1,0,0,0,0,226,1,0,0
39,4,0,4,0,0,1,0,333,2,0,0
33,1,0,1,0,0,0,0,322,2,0,0
33,1,0,0,0,0,0,0,202,4,0,0
33,10,1,5,0,0,0,0,739,3,0,0
43,1,0,1,0,0,1,0,262,1,0,0
27,3,0,4,0,0,1,0,245,2,0,0
47,2,2,5,0,1,0,0,160,3,0,0
31,2,1,5,0,0,0,0,189,2,0,0
32,4,0,4,0,1,0,0,477,1,0,0
54,2,0,1,0,0,0,0,65,3,0,0
44,2,0,1,0,1,0,0,221,2,0,0
46,2,0,1,0,0,1,0,197,2,0,0
45,1,0,1,0,1,0,0,178,2,0,0
43,2,0,3,0,0,1,0,221,2,0,0
56,8,0,5,0,1,0,0,75,2,0,0
47,7,0,3,0,0,0,0,400,2,0,0
36,10,0,5,0,0,0,0,346,2,0,0
46,1,0,1,0,0,0,0,60,3,0,0
38,4,0,4,0,1,0,0,276,2,0,0
27,2,1,1,0,1,0,0,390,2,0,0
46,8,0,5,0,1,0,0,716,2,0,0
40,2,2,5,0,1,0,0,189,3,0,0
33,8,1,5,0,0,0,0,125,2,0,0
49,0,0,0,0,0,0,0,283,3,0,0
40,7,0,4,0,0,0,0,109,2,0,0
51,10,0,4,0,1,0,0,144,2,0,0
38,10,2,4,0,1,0,0,95,3,0,0
52,10,0,5,0,0,0,0,31,3,0,0
26,5,1,4,0,1,0,0,112,3,0,0
35,2,0,5,0,1,1,0,161,2,0,0
51,2,0,5,0,0,0,0,87,4,0,0
36,4,0,4,0,1,0,0,285,2,0,0
30,2,0,5,0,0,0,0,178,2,0,0
43,1,0,1,0,0,0,0,174,2,0,0
40,3,0,4,0,0,0,0,631,2,0,0
45,3,0,5,0,0,0,0,152,3,0,0
56,6,0,1,0,0,0,0,176,5,0,0
46,1,0,2,0,0,0,0,32,3,0,0
41,4,0,0,0,1,0,0,1529,2,0,0
42,2,0,5,0,1,0,0,254,2,0,0
56,4,0,0,0,0,0,0,214,2,0,0
43,7,0,0,0,1,0,0,147,3,0,0
34,4,0,0,0,0,0,0,800,4,0,0
38,1,0,1,0,1,0,0,106,2,0,0
40,3,0,4,0,0,0,0,135,2,0,0
38,2,0,1,0,0,0,0,112,4,0,0
48,7,0,5,0,1,0,0,222,2,0,0
24,3,1,3,0,0,0,0,421,2,0,0
31,2,1,1,0,1,1,0,239,2,0,0
56,6,0,0,0,0,0,0,55,2,0,0
49,2,0,1,0,0,0,0,157,2,0,0
47,5,2,5,0,0,0,0,303,3,0,0
48,2,2,1,0,0,0,0,233,2,0,0
55,0,0,0,0,1,1,0,211,2,0,0
44,3,1,3,0,1,1,0,139,2,0,0
46,4,0,4,0,0,1,0,329,3,0,0
36,1,0,1,0,1,0,0,128,2,0,0
29,2,1,5,0,0,0,0,122,3,0,0
31,3,1,3,0,1,0,0,343,3,0,0
30,1,2,4,0,0,1,0,126,2,0,0
36,4,0,0,0,1,0,0,249,3,0,0
60,4,0,3,0,0,0,0,59,3,0,0
36,2,0,5,0,1,0,0,166,3,0,0
32,1,0,1,0,0,0,0,190,3,0,0
30,1,0,5,0,1,0,0,51,3,0,0
46,4,0,0,0,0,0,0,117,3,0,0
43,5,0,0,0,0,0,0,275,4,0,0
37,1,0,1,0,1,0,0,124,2,0,0
38,3,0,3,0,0,0,0,479,2,0,0
31,3,0,5,0,1,0,0,285,3,0,0
44,2,0,5,0,0,0,0,322,2,0,0
43,3,0,3,0,0,0,0,720,2,0,0
38,0,0,4,0,0,0,0,92,2,0,0
41,4,0,0,0,1,0,0,188,2,0,0
32,2,0,1,0,1,0,0,395,2,0,0
43,3,0,2,0,1,0,0,261,3,0,0
36,3,2,3,0,0,0,0,446,1,0,0
35,4,1,2,0,1,0,0,198,3,0,0
50,10,0,5,0,0,0,0,312,1,0,0
38,4,0,4,0,1,0,0,275,6,0,0
50,3,0,3,0,1,0,0,333,4,0,0
31,8,0,1,0,0,0,0,296,1,0,0
40,7,0,4,0,0,0,0,128,3,0,0
44,4,1,1,0,0,0,0,292,1,0,0
47,1,2,1,0,0,0,0,421,1,0,0
35,7,1,3,0,0,0,0,268,1,0,0
42,2,2,5,0,0,0,0,232,1,0,0
36,2,0,1,0,0,0,0,152,3,0,0
35,3,0,2,0,0,0,0,104,2,0,0
26,2,1,1,0,0,0,0,416,2,0,0
31,2,1,5,0,1,1,0,174,1,0,0
39,1,0,1,0,0,0,0,193,1,0,0
43,4,0,1,0,1,0,0,294,1,0,0
50,2,0,5,0,0,0,0,102,1,0,0
39,4,2,4,0,0,0,0,143,1,0,0
36,0,0,0,0,1,0,0,128,1,0,0
27,2,1,4,0,1,0,0,105,2,0,0
31,2,1,5,0,0,0,0,992,1,0,1
28,4,0,2,0,0,0,0,250,1,0,0
31,8,1,5,0,1,0,0,254,1,0,0
30,8,2,1,0,0,1,0,149,1,0,0
52,3,0,3,0,1,0,0,133,2,0,0
37,3,2,3,0,0,0,0,374,1,0,0
30,1,0,5,0,1,0,0,425,6,0,0
54,3,0,5,0,1,0,0,464,1,0,0
49,7,0,4,0,1,0,0,439,1,0,0
44,2,0,1,0,0,0,0,83,3,0,0
53,3,0,1,0,1,0,0,149,1,0,0
43,3,0,3,0,1,0,0,274,4,0,0
31,2,1,5,0,1,0,0,325,2,0,0
38,3,0,3,0,0,0,0,216,1,0,0
50,7,0,4,0,1,1,0,161,1,0,0
24,1,1,1,0,0,0,0,111,1,0,0
34,2,1,1,0,1,0,0,359,1,0,0
40,3,0,3,0,1,0,0,327,3,0,0
57,8,2,5,0,1,0,0,236,1,0,0
31,1,0,2,0,1,0,0,492,2,0,0
38,2,0,5,0,0,0,0,241,2,0,0
41,7,0,5,0,1,0,0,1138,1,0,1
42,4,0,2,0,0,0,0,123,1,0,0
40,8,0,5,0,1,0,0,295,2,0,0
42,4,0,2,0,0,0,0,287,1,0,0
48,2,1,5,0,1,0,0,140,2,0,0
33,4,0,1,0,1,0,0,233,1,0,0
37,3,0,3,0,1,0,0,254,1,0,0
43,3,0,3,0,1,0,0,255,1,0,0
46,2,2,5,0,1,0,0,184,2,0,0
40,4,0,1,0,1,0,0,294,1,0,0
40,4,0,1,0,1,0,0,285,1,0,0
43,3,1,5,0,0,0,0,336,1,0,0
44,4,0,2,0,1,1,0,344,1,0,0
44,4,0,0,0,1,0,0,786,1,0,1
41,2,0,5,0,1,0,0,153,1,0,0
31,2,1,1,0,1,0,0,260,1,0,0
27,4,0,4,0,1,0,0,164,2,0,0
43,3,1,5,0,1,0,0,255,2,0,0
29,3,0,3,0,1,0,0,192,1,0,0
54,2,0,5,0,0,0,0,388,7,0,0
36,3,0,3,0,0,0,0,221,1,0,0
30,2,1,5,0,0,0,0,25,1,0,0
39,4,0,2,0,0,0,0,104,1,0,0
33,4,0,4,0,0,0,0,283,2,0,0
38,3,1,3,0,0,0,0,127,1,0,0
44,2,0,1,0,1,0,0,378,1,0,0
33,4,0,4,0,1,0,0,67,1,0,0
37,4,0,2,0,0,0,0,221,2,0,0
32,8,0,2,0,0,0,0,150,1,0,0
46,3,0,3,0,1,0,0,144,2,0,0
34,3,2,3,0,1,0,0,296,2,0,0
32,3,1,3,0,0,0,0,245,1,0,0
31,4,1,4,0,0,0,0,143,1,0,0
59,1,2,1,0,0,0,0,231,1,0,0
40,4,0,0,0,0,0,0,227,1,0,0
46,2,0,3,0,0,0,0,69,1,0,0
35,2,1,1,0,0,0,0,799,1,0,0
28,4,0,4,0,0,1,0,109,1,0,0
35,4,0,0,0,1,0,0,45,1,0,0
32,1,1,1,0,1,0,0,180,2,0,0
59,6,2,0,0,1,0,0,112,3,0,0
49,4,1,2,0,1,0,0,148,4,0,0
51,2,0,5,0,1,0,0,223,3,0,0
38,3,1,5,0,1,0,0,566,2,0,0
53,3,0,1,0,1,0,0,274,2,0,0
49,4,0,4,0,1,0,0,49,3,0,0
31,4,0,4,0,1,1,0,97,2,0,0
29,2,1,1,0,1,0,0,511,2,0,0
35,2,0,1,0,1,0,0,157,2,0,0
38,4,0,4,0,0,0,0,101,1,0,0
48,8,2,5,0,1,0,0,866,2,0,0
51,4,0,4,0,0,0,0,279,1,0,0
52,3,0,1,0,1,0,0,530,2,0,0
45,4,1,2,0,1,0,0,129,5,0,0
41,1,2,1,0,1,1,0,60,1,0,0
41,1,2,1,0,0,1,0,516,1,0,0
46,8,0,4,0,0,0,0,617,1,0,0
29,3,0,3,0,0,0,0,125,2,0,0
44,4,0,0,0,1,0,0,171,2,0,0
29,1,0,1,0,0,0,0,614,2,0,0
48,4,0,3,0,0,1,0,485,4,0,0
31,4,0,0,0,1,0,0,287,1,0,0
44,2,0,5,0,1,0,0,37,2,0,0
31,4,0,0,0,1,0,0,650,1,0,0
38,5,2,3,0,0,0,0,590,3,0,0
33,2,0,5,0,0,0,0,55,1,0,0
53,4,0,4,0,1,0,0,166,1,0,0
33,10,0,4,0,1,0,0,48,1,0,0
37,2,2,5,0,1,0,0,72,1,0,0
55,4,0,4,0,1,0,0,55,1,0,0
32,7,2,5,0,0,0,0,96,1,0,0
48,4,0,1,0,0,0,0,144,1,0,0
34,7,0,0,0,1,0,0,474,1,0,0
35,2,1,5,0,0,0,0,559,1,0,0
55,4,0,0,0,1,1,0,1101,1,0,0
48,8,2,5,0,0,0,0,236,2,0,0
34,4,0,2,0,1,0,0,164,1,0,0
34,4,0,2,0,1,0,0,123,1,0,0
